,Area,Year,rainfall,Temperature,Citrus Production(hg/ha),Pesticide quantity,Qte azote(N),Qte Engrais phosphatés,Qte potasse K2O
918,Guinea-Bissau,2004,151.83463888888892,27.7106,52905,0.15,2.49,0.04,0.04
919,Guinea-Bissau,2005,169.92173666666667,28.023922222222215,52875,0.15,2.49,0.04,0.04
920,Guinea-Bissau,2006,155.6908888888889,27.69522222222223,53224,0.15,2.49,0.04,0.04
921,Guinea-Bissau,2007,143.74190000000004,27.84291111111111,53297,0.15,2.49,0.04,0.04
922,Guinea-Bissau,2008,180.87718777777772,27.78798888888889,53131,0.15,2.49,0.04,0.04
923,Guinea-Bissau,2009,166.43442222222222,27.323411111111113,53222,0.15,2.49,0.04,0.04
924,Guinea-Bissau,2010,184.14549444444444,28.283122222222232,53321,0.15,2.49,0.04,0.04
925,Guinea-Bissau,2011,142.54876444444446,27.715555555555554,53424,0.15,2.49,0.04,0.04
926,Guinea-Bissau,2012,170.34324666666666,27.59786666666667,53535,0.15,2.49,0.04,0.04
927,Guinea-Bissau,2013,160.95045444444446,27.748866666666668,53704,0.15,2.49,0.04,0.04
928,Guinea-Bissau,2014,143.36935777777774,27.63636666666667,53669,0.15,2.49,0.04,0.04
929,Guinea-Bissau,2015,150.9327066666667,27.94453333333333,53635,0.15,2.49,0.04,0.04
930,Guinea-Bissau,2016,163.11600222222222,27.953222222222234,53612,0.15,2.49,0.04,0.04
931,Guyana,1991,217.17638888888888,25.60157777777778,64422,0.58,25.79,3.17,1.98
932,Guyana,1992,159.16605555555554,25.18826666666667,72000,0.58,20.83,1.79,1.59
933,Guyana,1993,220.92424444444447,25.18406666666667,69091,0.58,19.84,1.98,1.98
934,Guyana,1994,216.86955555555562,25.392877777777766,63328,0.58,16.07,1.98,3.97
935,Guyana,1995,200.96743333333336,26.16174444444445,63538,0.58,23.81,1.98,3.97
936,Guyana,1996,255.76914444444446,25.713444444444452,58225,0.58,21.63,2.78,1.98
937,Guyana,1997,220.6735,25.70178888888889,50897,0.58,27.73,1.39,1.98
938,Guyana,1998,210.56007777777785,26.604844444444453,50117,0.58,27.38,1.79,0.4
939,Guyana,1999,244.4873333333333,25.64733333333333,50972,0.57,30.75,5.55,1.19
940,Guyana,2000,298.6148888888889,25.703055555555554,55512,0.61,22.46,2.61,1.26
941,Guyana,2001,156.76531111111117,25.903066666666664,49446,0.61,23.43,2.51,1.26
942,Guyana,2002,223.25136666666668,25.67773333333333,53137,0.61,28.47,2.67,0.03
943,Guyana,2003,196.75237777777767,26.22114444444445,51963,0.61,20.12,1.51,0.07
944,Guyana,2004,228.63757777777786,25.856922222222234,54235,0.61,39.99,1.15,1.06
945,Guyana,2005,254.27288888888884,26.205822222222213,54239,0.6,13.79,3.57,3.35
946,Guyana,2006,264.20647777777776,26.065777777777768,57358,0.77,18.53,3.4,8.62
947,Guyana,2007,261.3660444444444,25.96583333333334,48987,0.55,14.21,16.38,0.03
948,Guyana,2008,254.53533333333337,25.747022222222213,56796,0.52,40.76,12.48,0.0
949,Guyana,2009,194.96785555555562,26.11577777777777,58104,0.59,14.96,3.88,0.14
950,Guyana,2010,239.58164444444438,26.453011111111113,60286,0.47,31.55,4.53,0.78
951,Guyana,2011,251.9983,25.963177777777766,46247,0.9,14.23,11.28,0.59
952,Guyana,2012,224.7479111111111,25.65626666666667,29555,0.96,25.25,13.69,1.88
953,Guyana,2013,220.81846666666667,25.842633333333332,38071,0.8,36.88,11.1,9.48
954,Guyana,2014,126.29918888888884,26.173444444444453,51880,0.8,31.74,12.72,5.14
955,Guyana,2015,189.17775555555562,26.318,99287,0.78,37.44,12.31,1.48
956,Guyana,2016,193.15854444444446,26.271100000000004,56019,0.76,23.65,13.9,2.31
957,Haiti,1991,62.82053000000001,25.158722222222234,47552,0.02,42.16,9.74,3.6
958,Haiti,1992,95.0837,25.246277777777767,47731,0.01,42.16,9.74,3.6
959,Haiti,1993,136.34043333333332,25.067711111111112,47667,0.01,42.16,9.74,3.6
960,Haiti,1994,82.97668888888889,25.44732222222222,47586,0.01,42.16,9.74,3.6
961,Haiti,1995,138.79412222222223,25.394955555555555,47501,0.01,42.16,9.74,3.6
962,Haiti,1996,99.48415555555556,24.97457777777778,47613,0.01,42.16,9.74,3.6
963,Haiti,1997,84.39515555555555,25.370344444444445,47646,0.02,42.16,9.74,3.6
964,Haiti,1998,156.7287777777778,25.4828,47884,0.02,42.16,9.74,3.6
965,Haiti,1999,57.88505555555556,25.15703333333333,48460,0.02,42.16,9.74,3.6
966,Haiti,2000,111.04422222222223,25.083022222222233,52356,0.02,42.16,9.74,3.6
967,Haiti,2001,125.33101888888888,25.324011111111112,42857,0.02,42.16,9.74,3.6
968,Haiti,2002,106.74948888888888,25.34994444444445,46597,0.02,42.16,9.74,3.6
969,Haiti,2003,123.71516666666668,25.5583,45290,0.02,42.16,9.74,3.6
970,Haiti,2004,104.54876555555555,25.312677777777786,45993,0.02,42.16,9.74,3.6
971,Haiti,2005,170.1877144444444,25.41658888888889,46325,0.02,42.16,9.74,3.6
972,Haiti,2006,90.18483111111112,25.174511111111112,46655,0.02,42.16,9.74,3.6
973,Haiti,2007,178.78667777777775,25.095355555555557,47964,0.02,42.16,9.74,3.6
974,Haiti,2008,107.3472777777778,24.71543333333333,46144,0.02,42.16,9.74,3.6
975,Haiti,2009,82.76914444444445,24.85693333333333,46178,0.02,42.16,9.74,3.6
976,Haiti,2010,144.97685555555555,25.549722222222233,46960,0.02,42.16,9.74,3.6
977,Haiti,2011,106.15181777777778,24.696288888888887,47322,0.02,42.16,9.74,3.6
978,Haiti,2012,132.5478888888889,24.92884444444444,47594,0.02,42.16,9.74,3.6
979,Haiti,2013,71.68385666666667,25.0343,47521,0.02,42.16,9.74,3.6
980,Haiti,2014,137.81817777777778,25.53816666666667,47287,0.02,42.16,9.74,3.6
981,Haiti,2015,90.84064888888894,25.699233333333336,47205,0.02,42.16,9.74,3.6
982,Haiti,2016,165.4998111111111,25.69076666666666,47404,0.02,42.16,9.74,3.6
983,Honduras,1991,132.42734444444446,24.160677777777767,109769,1.83,10.86,4.35,4.12
984,Honduras,1992,139.65901111111106,24.080055555555553,101056,3.22,11.28,6.21,4.43
985,Honduras,1993,201.4765111111111,23.880744444444453,117310,3.36,16.38,6.45,4.47
986,Honduras,1994,125.6679777777778,24.19083333333333,115803,2.74,6.03,6.53,2.26
987,Honduras,1995,184.52037777777767,24.11376666666667,112262,4.0,37.08,4.26,4.26
988,Honduras,1996,159.21021111111108,23.66818888888889,110851,3.31,25.54,9.85,6.97
989,Honduras,1997,134.82544444444446,24.32473333333333,109758,3.72,44.23,12.91,19.52
990,Honduras,1998,133.21418555555556,24.497366666666665,101794,1.86,50.08,12.27,12.27
991,Honduras,1999,165.61572222222222,23.75753333333333,89076,1.31,59.93,16.58,13.14
992,Honduras,2000,152.60412555555556,23.78836666666667,91548,3.07,95.23,15.14,16.12
993,Honduras,2001,147.88475444444444,24.254166666666666,102383,0.8,77.03,12.61,16.46
994,Honduras,2002,136.90233333333333,24.42051111111111,133855,1.24,22.79,0.77,0.35
995,Honduras,2003,133.84824444444448,24.596044444444445,133732,1.67,35.93,4.39,0.45
996,Honduras,2004,173.2924,24.338555555555555,132781,2.11,49.06,4.35,45.0
997,Honduras,2005,159.49015555555556,24.47733333333333,131505,2.53,51.99,10.16,54.33
998,Honduras,2006,200.7711333333333,24.27816666666667,131901,2.94,61.28,11.31,63.22
999,Honduras,2007,157.17764444444444,24.281644444444453,138222,3.62,57.12,10.83,60.06
1000,Honduras,2008,172.76637777777782,24.505722222222214,138600,3.59,31.27,23.15,22.38
1001,Honduras,2009,135.12937444444444,24.5446,143105,3.02,35.4,8.05,0.76
1002,Honduras,2010,194.33566222222225,24.57443333333333,150126,3.82,33.56,6.36,4.09
1003,Honduras,2011,160.20244444444444,24.54426666666667,143174,4.13,54.49,9.52,5.36
1004,Honduras,2012,157.05831111111112,24.3462,136354,4.61,48.36,11.73,10.34
1005,Honduras,2013,198.46093333333332,24.259788888888888,134288,4.61,57.9,30.43,27.0
1006,Honduras,2014,127.36815555555556,24.449766666666665,263389,4.61,47.46,16.21,27.72
1007,Honduras,2015,127.98007777777778,24.60357777777777,271325,4.61,48.31,21.25,16.53
1008,Honduras,2016,136.26413333333332,24.81805555555556,277880,4.61,61.59,22.21,23.51
1009,India,1991,101.10801111111113,25.272877777777786,135706,0.42,47.28,19.52,7.99
1010,India,1992,91.05892222222224,25.091222222222232,109359,0.42,49.57,16.73,5.2
1011,India,1993,99.43028444444445,25.318344444444445,136252,0.39,51.55,15.68,5.5
1012,India,1994,113.68125555555555,25.264277777777767,101249,0.36,55.82,17.21,6.6
1013,India,1995,107.83026666666667,25.27236666666667,86891,0.36,57.81,17.05,6.8
1014,India,1996,102.12208888888887,25.56034444444445,94231,0.33,60.85,17.57,6.15
1015,India,1997,99.76095222222222,24.89297777777778,104462,0.31,64.09,23.01,8.07
1016,India,1998,107.77891888888887,25.681666666666665,97780,0.29,66.78,24.19,7.83
1017,India,1999,98.06759,25.540288888888888,104194,0.27,68.1,28.19,9.84
1018,India,2000,101.33636333333332,25.299022222222234,96470,0.26,64.19,24.77,9.21
1019,India,2001,93.74659888888887,25.483266666666665,97803,0.26,66.6,25.7,9.83
1020,India,2002,85.3342111111111,25.810566666666666,90364,0.25,61.57,23.7,9.4
1021,India,2003,99.91971222222222,25.61798888888889,80301,0.24,65.24,24.33,9.41
1022,India,2004,96.33200888888894,25.745222222222214,89366,0.21,68.94,27.27,12.13
1023,India,2005,99.04837777777777,25.56098888888889,97553,0.21,74.99,30.71,14.22
1024,India,2006,113.26721666666668,25.694322222222233,82072,0.22,81.2,32.75,13.76
1025,India,2007,113.20500666666668,25.72014444444445,89179,0.16,85.21,32.61,15.58
1026,India,2008,110.0461222222222,25.243211111111112,92573,0.09,87.75,35.73,19.56
1027,India,2009,89.41926111111107,26.334111111111113,91825,0.17,91.67,42.71,21.44
1028,India,2010,113.79186555555556,26.23073333333333,96294,0.24,97.21,48.43,20.47
1029,India,2011,120.69581444444445,25.41223333333333,98822,0.33,102.54,49.65,15.33
1030,India,2012,104.17154111111113,25.543688888888887,97139,0.31,99.33,39.29,12.18
1031,India,2013,119.0324477777778,25.384222222222213,104042,0.27,98.85,33.25,12.39
1032,India,2014,97.91991111111106,25.46591111111111,109388,0.36,100.02,35.99,14.95
1033,India,2015,107.8728,25.407277777777786,114132,0.33,102.54,41.19,14.18
1034,India,2016,109.6741477777778,26.10924444444445,116610,0.3,98.78,39.58,14.81
1035,Indonesia,1991,197.77886666666663,26.08884444444445,58233,0.11,52.08,19.39,9.08
1036,Indonesia,1992,213.32077777777766,26.172722222222234,68007,0.03,57.43,20.07,9.92
1037,Indonesia,1993,206.70866666666663,25.97535555555556,70534,0.05,51.56,17.86,7.26
1038,Indonesia,1994,210.54876666666667,25.992666666666665,58546,0.05,54.66,17.17,9.94
1039,Indonesia,1995,248.0225555555556,26.11075555555556,101327,0.05,59.14,12.35,9.62
1040,Indonesia,1996,228.47766666666664,26.09581111111111,54927,0.05,65.55,10.44,9.44
1041,Indonesia,1997,175.89643333333333,26.12507777777777,52681,0.05,52.75,8.66,7.45
1042,Indonesia,1998,240.11722222222232,26.750277777777786,207313,0.05,64.86,11.06,7.49
1043,Indonesia,1999,247.1708888888889,26.053855555555554,178286,0.05,55.49,9.34,7.93
1044,Indonesia,2000,244.39944444444447,26.05223333333333,173505,0.04,54.57,7.31,7.39
1045,Indonesia,2001,235.56355555555552,26.20991111111111,195502,0.04,53.37,7.78,10.93
1046,Indonesia,2002,212.68977777777772,26.34241111111111,202436,0.04,53.25,6.87,7.01
1047,Indonesia,2003,238.6846666666667,26.232011111111106,271775,0.04,52.99,13.16,7.29
1048,Indonesia,2004,213.9980888888889,26.23564444444445,286433,0.04,54.5,7.51,14.38
1049,Indonesia,2005,218.68333333333337,26.34066666666667,326152,0.04,59.05,8.03,13.81
1050,Indonesia,2006,226.6458888888889,26.007477777777787,354406,0.04,60.14,8.74,15.01
1051,Indonesia,2007,256.9134444444444,26.11206666666667,388490,0.04,59.6,8.52,26.92
1052,Indonesia,2008,243.50322222222226,25.878922222222233,359331,0.04,62.79,8.33,26.3
1053,Indonesia,2009,234.4748888888889,26.22583333333333,354173,0.04,65.82,11.37,18.92
1054,Indonesia,2010,300.72255555555563,26.45323333333333,355431,0.04,62.43,11.19,22.42
1055,Indonesia,2011,239.81522222222225,26.061788888888888,351909,0.04,64.48,12.73,25.27
1056,Indonesia,2012,245.01766666666668,26.2434,311197,0.04,64.77,16.85,32.75
1057,Indonesia,2013,242.39666666666668,26.42564444444445,340867,0.03,60.68,16.27,35.22
1058,Indonesia,2014,208.00766666666672,26.2834,360882,0.03,63.25,16.7,38.77
1059,Indonesia,2015,199.17793333333333,26.382,364576,0.03,60.88,17.0,39.68
1060,Indonesia,2016,249.99100000000004,26.81654444444445,361633,0.03,60.24,17.04,33.38
1061,Iraq,1991,15.667744444444445,23.339175555555553,55775,0.12,16.87,7.05,0.0
1062,Iraq,1992,15.786356666666668,21.761392222222227,55222,0.12,23.42,14.41,0.0
1063,Iraq,1993,18.93070111111111,22.940242222222214,53456,0.12,38.5,18.91,1.87
1064,Iraq,1994,14.116325555555555,24.244211111111113,75603,0.13,44.49,26.36,0.93
1065,Iraq,1995,12.196963333333333,23.92084444444445,100197,0.16,44.12,21.25,0.1
1066,Iraq,1996,19.956879999999998,24.18972,102248,0.12,47.16,20.37,1.96
1067,Iraq,1997,13.854446666666664,22.93632,103466,0.18,52.08,23.95,0.54
1068,Iraq,1998,15.601228888888887,24.12496444444445,101786,0.15,51.27,26.96,0.0
1069,Iraq,1999,11.600412222222221,24.695677777777767,100516,0.11,53.62,27.94,0.15
1070,Iraq,2000,9.74443,24.25243,97871,0.13,58.26,27.26,0.81
1071,Iraq,2001,12.036786666666664,24.558122222222234,125120,0.19,111.8,30.24,0.31
1072,Iraq,2002,14.392023333333334,23.8908,128000,0.18,104.79,26.18,0.14
1073,Iraq,2003,14.547535555555555,23.92193333333333,81576,0.18,9.64,14.67,0.15
1074,Iraq,2004,14.965944444444444,24.058755555555553,40947,0.18,21.9,1.48,0.32
1075,Iraq,2005,13.221947777777775,23.754655555555555,35858,0.16,28.55,11.6,0.45
1076,Iraq,2006,16.809907777777774,24.55821555555556,35422,0.17,33.47,11.02,0.28
1077,Iraq,2007,13.961007777777775,23.878293333333332,32263,0.21,24.6,11.58,0.27
1078,Iraq,2008,6.963661111111112,24.204567777777786,30595,0.23,39.17,15.19,0.24
1079,Iraq,2009,9.169042222222224,23.79069444444444,32196,0.22,44.64,12.04,0.39
1080,Iraq,2010,12.744145555555555,25.58436666666667,29341,0.18,25.59,5.78,1.14
1081,Iraq,2011,13.907216666666665,24.029642222222233,21850,0.14,30.4,5.36,1.19
1082,Iraq,2012,9.997144444444443,24.05628333333333,20999,0.12,34.73,11.36,0.61
1083,Iraq,2013,12.996605555555556,24.15873333333333,20894,0.09,32.86,13.81,0.83
1084,Iraq,2014,10.388428888888887,24.67152333333333,20535,0.08,15.22,2.55,0.82
1085,Iraq,2015,7.964540000000001,24.932688888888887,20153,0.04,12.05,2.21,0.48
1086,Iraq,2016,16.630401111111112,24.98778888888889,19492,0.03,19.9,7.18,0.34
1087,Israel,1991,22.763515555555554,20.393244444444445,362346,5.75,95.38,46.19,74.6
1088,Israel,1992,26.00295777777778,19.12630222222222,340106,5.77,100.46,49.77,76.16
1089,Israel,1993,14.832435555555556,19.85171222222222,274243,5.77,101.85,50.93,74.07
1090,Israel,1994,19.548438888888885,20.97725555555556,260677,5.74,115.21,50.69,73.73
1091,Israel,1995,10.694978888888887,20.641122222222226,310050,5.82,116.82,51.4,74.77
1092,Israel,1996,19.09812888888889,20.865522222222214,298365,5.95,155.13,45.35,83.53
1093,Israel,1997,21.72326888888889,19.98961111111111,345431,5.95,145.58,54.89,85.92
1094,Israel,1998,18.361661111111108,21.220066666666668,306172,5.95,145.58,54.89,88.31
1095,Israel,1999,11.937806666666667,21.183066666666672,318911,7.12,105.26,35.89,71.77
1096,Israel,2000,18.53232888888889,20.530944444444444,291854,8.16,115.57,35.38,70.75
1097,Israel,2001,13.726317777777775,21.442433333333334,391480,9.26,106.34,25.12,78.4
1098,Israel,2002,20.071061111111113,21.016366666666666,345774,10.22,103.23,26.79,72.98
1099,Israel,2003,25.39054333333333,20.939244444444444,309326,11.69,119.52,28.33,77.14
1100,Israel,2004,15.695348888888883,20.860688888888888,282117,14.18,137.71,33.38,91.2
1101,Israel,2005,14.71579666666667,20.8119,419732,15.45,128.25,31.01,79.89
1102,Israel,2006,15.69469,20.993322222222226,365453,17.07,127.41,32.73,87.71
1103,Israel,2007,15.870168888888893,20.858266666666665,348654,17.97,155.86,29.65,91.31
1104,Israel,2008,13.508841111111117,21.239697777777774,311348,19.45,121.75,26.79,74.54
1105,Israel,2009,11.972032222222225,21.15307777777778,347507,17.38,94.35,16.2,48.88
1106,Israel,2010,16.743947777777773,22.5744,315640,18.21,81.42,16.72,65.25
1107,Israel,2011,16.760476666666666,21.21505555555556,280286,16.24,118.83,13.79,64.72
1108,Israel,2012,19.27036111111112,21.350344444444445,302440,15.56,116.78,22.53,73.54
1109,Israel,2013,20.057915555555557,21.668922222222214,257688,15.79,123.32,20.25,78.89
1110,Israel,2014,12.457863333333336,21.507244444444442,264107,15.93,116.67,14.84,68.14
1111,Israel,2015,18.35823222222222,21.41164444444445,236774,16.16,114.5,14.47,54.84
1112,Israel,2016,12.645826666666668,21.95904444444445,237797,15.54,119.39,14.8,77.04
1113,Italy,1991,66.78887777777777,12.992006666666667,170957,7.5,76.52,55.86,35.27
1114,Italy,1992,63.50156666666666,13.370526666666667,193150,7.59,78.25,52.71,34.31
1115,Italy,1993,58.80163333333334,13.167121111111117,193001,7.85,80.66,52.02,34.62
1116,Italy,1994,73.50768888888891,14.109807777777775,159028,7.29,78.9,52.23,38.68
1117,Italy,1995,79.25978888888888,12.945639999999996,145279,7.7,80.07,49.6,37.06
1118,Italy,1996,81.80565555555556,12.681633333333332,156631,6.78,79.59,52.24,37.62
1119,Italy,1997,55.51644444444445,13.602207777777775,163288,7.73,77.91,45.65,36.63
1120,Italy,1998,66.79334444444444,13.909093333333335,121953,7.55,75.87,45.61,35.47
1121,Italy,1999,71.32339999999998,13.73701,157490,7.14,75.99,45.0,35.2
1122,Italy,2000,57.26303333333335,13.785412222222226,174611,7.04,73.38,44.67,35.45
1123,Italy,2001,78.58251111111113,13.901344444444444,162945,6.82,69.42,33.19,23.63
1124,Italy,2002,81.38937777777778,13.792504444444445,159106,8.65,77.57,29.02,23.59
1125,Italy,2003,50.3850888888889,14.130423333333333,164006,8.17,80.35,30.0,23.85
1126,Italy,2004,68.32175555555554,13.21719,198463,7.96,82.29,30.2,24.99
1127,Italy,2005,63.93805555555557,13.122717777777774,210011,8.19,77.48,27.6,24.22
1128,Italy,2006,70.39115555555556,13.474261111111113,212641,7.49,80.52,27.31,23.79
1129,Italy,2007,66.73854444444447,14.489392222222225,227761,8.29,83.74,28.9,27.96
1130,Italy,2008,70.21585555555556,13.936594444444443,202357,7.93,66.75,19.84,20.55
1131,Italy,2009,74.09667777777777,14.056701111111117,221680,7.76,53.82,17.94,15.96
1132,Italy,2010,76.8942,13.410412222222226,220831,7.44,51.78,18.72,19.26
1133,Italy,2011,61.2739,14.207193333333334,228065,7.65,55.9,21.58,20.2
1134,Italy,2012,59.95913333333333,13.921877777777775,199130,6.47,61.82,17.47,11.92
1135,Italy,2013,73.94862222222223,13.517838888888884,177849,6.12,66.09,18.85,12.2
1136,Italy,2014,83.62993333333333,14.175366666666667,180509,6.51,62.93,18.5,11.93
1137,Italy,2015,68.33293333333334,14.370213333333332,210038,7.0,66.89,18.71,12.25
1138,Italy,2016,74.04548888888887,14.325651111111107,193060,6.59,65.88,17.74,12.64
1139,Jamaica,1991,122.9534777777778,25.434166666666666,91259,5.38,40.71,16.81,56.19
1140,Jamaica,1992,122.41418888888887,25.647488888888887,109492,5.16,17.8,17.37,55.08
1141,Jamaica,1993,215.54862222222215,25.62188888888889,101291,4.44,21.9,19.71,43.8
1142,Jamaica,1994,126.32633333333332,25.892166666666668,98438,4.49,30.26,19.93,35.42
1143,Jamaica,1995,169.3305555555556,25.7168,101092,4.7,30.22,18.66,50.07
1144,Jamaica,1996,172.65,25.206522222222233,101777,4.97,30.57,20.0,39.25
1145,Jamaica,1997,108.0234222222222,25.7443,105818,2.39,34.69,22.89,32.4
1146,Jamaica,1998,169.4445111111111,25.804088888888888,105264,2.44,34.93,20.54,36.48
1147,Jamaica,1999,172.16352222222218,25.595622222222215,108101,2.45,36.4,19.94,34.73
1148,Jamaica,2000,113.81038888888894,25.56744444444445,107447,2.48,39.6,20.8,29.2
1149,Jamaica,2001,119.21239333333334,25.75666666666667,104976,2.48,33.76,19.62,30.04
1150,Jamaica,2002,149.00272222222222,25.862022222222233,106242,2.53,33.51,17.05,1.61
1151,Jamaica,2003,204.71002222222225,26.044577777777768,108565,2.53,39.8,20.07,1.95
1152,Jamaica,2004,148.19808888888892,25.86575555555555,109981,2.56,40.45,25.52,1.87
1153,Jamaica,2005,175.9920644444444,25.89755555555555,113597,2.61,26.96,19.56,15.78
1154,Jamaica,2006,133.12273666666667,25.76945555555555,110310,2.61,20.35,7.68,6.13
1155,Jamaica,2007,169.89193333333333,25.7829,115232,2.64,19.03,0.1,0.14
1156,Jamaica,2008,151.7721888888889,25.476633333333336,114860,2.82,20.01,0.47,0.05
1157,Jamaica,2009,105.34383666666668,25.497577777777767,115334,2.82,20.48,10.2,1.06
1158,Jamaica,2010,314.16059999999993,25.85863333333333,118104,2.89,22.45,10.7,1.81
1159,Jamaica,2011,205.78995555555562,25.444255555555554,120076,2.89,22.0,16.32,1.41
1160,Jamaica,2012,181.07879444444447,25.468200000000003,120708,2.89,29.59,17.31,1.87
1161,Jamaica,2013,151.64583333333334,25.542333333333332,125649,2.89,22.33,13.99,10.08
1162,Jamaica,2014,138.07825555555553,25.951022222222214,126297,2.89,22.52,13.57,28.26
1163,Jamaica,2015,67.98657777777778,25.973333333333336,129510,2.89,12.41,4.39,4.46
1164,Jamaica,2016,138.6459,26.0029,130380,2.89,14.57,11.61,5.76
1165,Japan,1991,161.35657777777774,12.354211111111107,192848,15.34,110.68,133.74,92.24
1166,Japan,1992,131.92351111111108,11.966256666666665,213449,15.45,110.75,135.33,99.32
1167,Japan,1993,176.3687,11.392878888888893,189652,15.58,117.1,142.08,95.45
1168,Japan,1994,111.7348,12.719488888888893,173429,15.7,114.18,138.42,94.33
